se_id,strain_id,effect_id
9385,349,8
9386,350,7
9387,351,10
9388,353,7
9389,354,7
9390,355,11
9391,357,2
9392,358,6
9393,359,10
9394,360,12
9395,362,7
9396,363,7
9397,364,7
9398,366,8
9399,367,2
9400,368,14
9401,369,5
9402,371,9
9403,372,4
9404,373,5
9405,374,5
9406,375,5
9407,376,10
9408,377,9
9409,378,5
9410,380,8
9411,382,12
9412,383,2
9413,384,4
9414,387,2
9415,389,9
9416,390,14
9417,391,12
9418,392,13
9419,393,10
9420,394,6
9421,395,12
9422,396,9
9423,397,9
9424,398,12
9425,399,14
9426,400,14
9427,401,8
9428,402,12
9429,403,9
9430,404,14
9431,405,5
9432,406,8
9433,407,11
9434,408,14
9435,409,2
9436,411,7
9437,412,11
9438,413,7
9439,415,14
9440,416,14
9441,417,5
9442,418,5
9443,419,14
9444,420,5
9445,421,5
9446,422,5
9447,423,9
9448,425,5
9449,426,12
9450,427,4
9451,429,9
9452,430,4
9453,431,9
9454,432,5
9455,433,5
9456,434,14
9457,435,14
9458,436,8
9459,437,7
9460,438,14
9461,440,14
9462,441,10
9463,442,8
9464,443,6
9465,444,2
9466,445,2
9467,446,1
9468,447,4
9469,448,2
9470,449,6
9471,450,5
9472,451,14
9473,452,8
9474,453,8
9475,454,6
9476,455,12
9477,457,8
9478,458,2
9479,460,12
9480,461,1
9481,462,10
9482,463,14
9483,464,9
9484,465,4
9485,466,14
9486,467,12
9487,468,14
9488,469,8
9489,470,5
9490,472,4
9491,473,5
9492,474,12
9493,475,6
9494,476,4
9495,477,9
9496,478,2
9497,479,8
9498,480,2
9499,481,5
9500,482,14
9501,483,9
9502,484,1
9503,485,4
9504,486,2
9505,487,11
9506,488,10
9507,489,4
9508,490,2
9509,491,2
9510,492,14
9511,493,13
9512,494,4
9513,495,14
9514,496,4
9515,497,9
9516,498,6
9517,499,14
9518,500,2
9519,501,6
9520,502,10
9521,503,6
9522,504,14
9523,505,14
9524,506,5
9525,508,14
9526,509,13
9527,510,2
9528,511,14
9529,512,9
9530,513,6
9531,514,11
9532,515,4
9533,516,13
9534,517,9
9535,519,6
9536,520,9
9537,521,6
9538,522,11
9539,523,2
9540,524,6
9541,526,9
9542,527,14
9543,528,10
9544,529,6
9545,530,11
9546,531,9
9547,533,13
9548,534,4
9549,535,5
9550,536,2
9551,537,6
9552,539,5
9553,540,5
9554,541,5
9555,542,4
9556,543,13
9557,544,12
9558,545,8
9559,546,4
9560,547,14
9561,548,10
9562,549,2
9563,550,12
9564,551,5
9565,552,2
9566,553,4
9567,554,14
9568,555,7
9569,556,4
9570,557,4
9571,558,5
9572,559,13
9573,560,8
9574,561,1
9575,562,10
9576,564,14
9577,565,2
9578,566,14
9579,567,12
9580,568,2
9581,569,2
9582,570,13
9583,571,9
9584,572,12
9585,573,10
9586,574,8
9587,575,2
9588,576,12
9589,577,2
9590,578,7
9591,579,5
9592,580,9
9593,581,14
9594,582,5
9595,583,6
9596,584,11
9597,585,11
9598,586,7
9599,587,13
9600,588,11
9601,589,11
9602,590,10
9603,591,4
9604,592,13
9605,593,2
9606,594,5
9607,595,2
9608,596,2
9609,597,6
9610,598,2
9611,599,12
9612,600,5
9613,601,4
9614,602,7
9615,603,11
9616,604,14
9617,605,5
9618,606,14
9619,607,9
9620,608,2
9621,609,1
9622,610,5
9623,611,1
9624,612,11
9625,613,1
9626,615,2
9627,616,14
9628,617,5
9629,618,1
9630,619,14
9631,620,14
9632,621,2
9633,622,9
9634,623,8
9635,624,13
9636,626,11
9637,627,14
9638,628,2
9639,629,7
9640,630,2
9641,631,4
9642,632,12
9643,633,2
9644,634,9
9645,635,5
9646,636,4
9647,637,7
9648,638,14
9649,639,5
9650,640,8
9651,641,13
9652,642,11
9653,644,11
9654,645,2
9655,646,10
9656,647,14
9657,648,14
9658,649,13
9659,650,12
9660,651,2
9661,652,13
9662,653,8
9663,654,12
9664,655,14
9665,656,2
9666,657,8
9667,658,9
9668,659,13
9669,660,14
9670,661,5
9671,663,4
9672,664,14
9673,665,14
9674,666,7
9675,667,7
9676,668,4
9677,670,5
9678,671,7
9679,672,9
9680,673,5
9681,674,8
9682,675,9
9683,676,1
9684,677,8
9685,678,14
9686,679,9
9687,680,5
9688,681,8
9689,682,4
9690,683,9
9691,684,10
9692,685,13
9693,686,14
9694,687,11
9695,688,14
9696,689,5
9697,690,5
9698,691,4
9699,692,13
9700,693,6
9701,694,5
9702,695,5
9703,697,12
9704,699,11
9705,700,1
9706,701,12
9707,703,2
9708,704,6
9709,705,2
9710,706,14
9711,707,2
9712,708,7
9713,709,4
9714,710,2
9715,711,4
9716,712,10
9717,713,7
9718,714,7
9719,715,5
9720,716,14
9721,717,10
9722,718,9
9723,719,6
9724,720,2
9725,721,1
9726,722,6
9727,723,4
9728,724,1
9729,725,2
9730,726,5
9731,727,2
9732,728,6
9733,729,4
9734,730,2
9735,731,11
9736,732,12
9737,733,12
9738,734,12
9739,735,4
9740,736,2
9741,737,4
9742,738,4
9743,739,6
9744,740,14
9745,742,8
9746,743,5
9747,744,4
9748,745,6
9749,746,5
9750,747,2
9751,748,5
9752,749,14
9753,750,12
9754,751,11
9755,753,5
9756,754,5
9757,755,7
9758,756,4
9759,757,4
9760,758,1
9761,759,6
9762,760,4
9763,761,11
9764,762,2
9765,763,14
9766,764,8
9767,765,9
9768,766,7
9769,767,5
9770,768,14
9771,770,13
9772,771,9
9773,773,10
9774,774,5
9775,775,10
9776,776,5
9777,777,14
9778,778,6
9779,779,5
9780,780,1
9781,781,6
9782,782,8
9783,783,5
9784,784,13
9785,785,5
9786,786,4
9787,787,4
9788,788,8
9789,789,7
9790,791,7
9791,792,4
9792,793,14
9793,794,4
9794,795,2
9795,797,11
9796,798,6
9797,799,13
9798,800,2
9799,801,5
9800,802,5
9801,803,4
9802,804,2
9803,805,2
9804,806,4
9805,807,8
9806,809,14
9807,810,13
9808,811,5
9809,812,8
9810,813,1
9811,814,13
9812,815,8
9813,816,14
9814,817,14
9815,818,8
9816,820,6
9817,821,14
9818,822,11
9819,823,2
9820,824,7
9821,825,12
9822,826,1
9823,827,7
9824,828,14
9825,829,14
9826,830,14
9827,831,8
9828,833,8
9829,834,9
9830,835,6
9831,836,6
9832,837,11
9833,838,14
9834,839,9
9835,840,14
9836,841,5
9837,842,4
9838,843,2
9839,844,5
9840,845,6
9841,846,10
9842,848,11
9843,849,13
9844,850,6
9845,851,13
9846,853,6
9847,854,2
9848,855,14
9849,856,10
9850,857,7
9851,858,7
9852,859,9
9853,860,10
9854,861,13
9855,862,6
9856,863,4
9857,864,7
9858,865,2
9859,866,8
9860,867,2
9861,868,5
9862,869,10
9863,870,11
9864,871,5
9865,872,11
9866,873,9
9867,874,4
9868,875,5
9869,876,9
9870,877,13
9871,878,13
9872,880,5
9873,881,14
9874,882,4
9875,883,8
9876,884,8
9877,885,2
9878,886,2
9879,887,6
9880,888,1
9881,889,14
9882,890,4
9883,891,8
9884,892,1
9885,893,9
9886,894,2
9887,896,8
9888,897,13
9889,898,2
9890,899,8
9891,900,4
9892,901,8
9893,902,8
9894,903,12
9895,904,8
9896,905,11
9897,906,10
9898,907,1
9899,909,13
9900,910,14
9901,911,7
9902,912,9
9903,913,2
9904,914,2
9905,915,6
9906,916,2
9907,917,14
9908,918,9
9909,919,5
9910,920,4
9911,922,8
9912,923,11
9913,924,13
9914,925,4
9915,926,5
9916,927,14
9917,928,5
9918,929,2
9919,930,9
9920,931,1
9921,932,6
9922,933,8
9923,934,10
9924,935,2
9925,936,5
9926,937,9
9927,938,5
9928,939,5
9929,940,7
9930,941,2
9931,942,5
9932,943,14
9933,944,9
9934,945,10
9935,946,9
9936,947,2
9937,948,14
9938,949,9
9939,950,8
9940,951,6
9941,952,9
9942,953,14
9943,954,8
9944,955,10
9945,956,7
9946,957,9
9947,958,13
9948,959,2
9949,960,12
9950,961,11
9951,962,6
9952,963,9
9953,964,8
9954,967,5
9955,968,14
9956,969,5
9957,970,4
9958,971,11
9959,972,9
9960,973,1
9961,974,11
9962,975,7
9963,976,8
9964,977,11
9965,978,8
9966,979,7
9967,980,5
9968,981,14
9969,982,2
9970,983,2
9971,984,14
9972,985,5
9973,986,13
9974,987,5
9975,988,4
9976,989,5
9977,990,8
9978,991,10
9979,992,11
9980,993,8
9981,994,7
9982,995,9
9983,996,6
9984,997,6
9985,998,11
9986,999,7
9987,1000,1
9988,1001,5
9989,1002,10
9990,1003,5
9991,1004,14
9992,1005,10
9993,1006,8
9994,1007,13
9995,1008,12
9996,1009,2
9997,1010,4
9998,1011,4
9999,1012,4
10000,1013,9
10001,1014,6
10002,1015,11
10003,1017,10
10004,1018,4
10005,1019,2
10006,1021,2
10007,1022,10
10008,1023,5
10009,1024,2
10010,1025,9
10011,1026,8
10012,1027,7
10013,1028,8
10014,1029,8
10015,1030,9
10016,1031,11
10017,1032,12
10018,1033,4
10019,1034,2
10020,1035,5
10021,1036,8
10022,1037,8
10023,1038,5
10024,1039,14
10025,1040,11
10026,1041,14
10027,1042,14
10028,1043,12
10029,1044,4
10030,1045,9
10031,1046,9
10032,1047,13
10033,1048,14
10034,1049,14
10035,1050,8
10036,1051,2
10037,1053,2
10038,1054,7
10039,1055,5
10040,1056,4
10041,1057,6
10042,1058,5
10043,1060,8
10044,1061,14
10045,1062,8
10046,1063,6
10047,1064,11
10048,1065,6
10049,1066,12
10050,1067,8
10051,1068,2
10052,1070,9
10053,1071,13
10054,1072,5
10055,1073,5
10056,1074,12
10057,1075,13
10058,1076,7
10059,1077,14
10060,1078,5
10061,1079,5
10062,1080,5
10063,1081,14
10064,1082,10
10065,1083,8
10066,1085,6
10067,1086,7
10068,1087,6
10069,1088,12
10070,1089,10
10071,1090,6
10072,1092,2
10073,1093,4
10074,1094,14
10075,1095,4
10076,1096,5
10077,1097,2
10078,1098,4
10079,1099,14
10080,1100,7
10081,1101,5
10082,1102,10
10083,1103,6
10084,1104,4
10085,1105,9
10086,1106,2
10087,1107,2
10088,1108,14
10089,1109,8
10090,1110,12
10091,1111,2
10092,1113,5
10093,1114,14
10094,1115,8
10095,1116,12
10096,1117,4
10097,1118,12
10098,1119,4
10099,1120,4
10100,1121,11
10101,1122,9
10102,1123,5
10103,1124,8
10104,1125,2
10105,1126,11
10106,1128,2
10107,1129,9
10108,1130,6
10109,1131,8
10110,1132,13
10111,1133,10
10112,1134,6
10113,1136,2
10114,1137,8
10115,1138,2
10116,1139,12
10117,1141,2
10118,1142,5
10119,1143,11
10120,1144,4
10121,1145,12
10122,1146,10
10123,1147,6
10124,1148,4
10125,1149,9
10126,1150,2
10127,1151,10
10128,1152,11
10129,1153,9
10130,1154,9
10131,1155,5
10132,1156,5
10133,1157,6
10134,1158,14
10135,1159,2
10136,1160,11
10137,1162,8
10138,1163,12
10139,1164,4
10140,1165,2
10141,1166,7
10142,1167,9
10143,1168,10
10144,1169,10
10145,1170,7
10146,1171,14
10147,1172,14
10148,1173,1
10149,1174,9
10150,1175,10
10151,1176,2
10152,1177,2
10153,1178,14
10154,1179,11
10155,1180,9
10156,1181,4
10157,1182,13
10158,1183,13
10159,1184,12
10160,1185,14
10161,1186,14
10162,1187,1
10163,1188,14
10164,1189,9
10165,1190,5
10166,1191,11
10167,1193,13
10168,1194,5
10169,1195,7
10170,1196,9
10171,1197,2
10172,1198,9
10173,1199,5
10174,1200,8
10175,1201,10
10176,1202,11
10177,1203,7
10178,1204,14
10179,1206,6
10180,1207,13
10181,1208,4
10182,1210,8
10183,1211,6
10184,1212,13
10185,1213,4
10186,1214,2
10187,1215,14
10188,1216,2
10189,1217,2
10190,1218,9
10191,1219,14
10192,1220,13
10193,1221,12
10194,1222,5
10195,1223,13
10196,1224,13
10197,1225,11
10198,1226,2
10199,1227,2
10200,1228,14
10201,1229,5
10202,1231,9
10203,1232,1
10204,1233,4
10205,1234,10
10206,1235,14
10207,1236,14
10208,1237,11
10209,1238,2
10210,1239,8
10211,1240,7
10212,1241,13
10213,1242,5
10214,1243,10
10215,1244,2
10216,1246,4
10217,1248,13
10218,1249,6
10219,1250,6
10220,1252,11
10221,1254,11
10222,1255,4
10223,1256,14
10224,1257,5
10225,1259,10
10226,1260,4
10227,1261,10
10228,1262,6
10229,1263,2
10230,1264,10
10231,1265,6
10232,1266,2
10233,1268,4
10234,1269,2
10235,1270,13
10236,1271,10
10237,1272,2
10238,1273,14
10239,1274,8
10240,1275,6
10241,1276,6
10242,1277,4
10243,1278,4
10244,1279,6
10245,1280,2
10246,1281,5
10247,1282,2
10248,1284,4
10249,1285,9
10250,1286,4
10251,1287,13
10252,1288,10
10253,1289,6
10254,1290,10
10255,1291,14
10256,1292,4
10257,1293,7
10258,1294,7
10259,1295,2
10260,1296,7
10261,1297,1
10262,1298,12
10263,1299,5
10264,1300,1
10265,1301,14
10266,1302,5
10267,1303,9
10268,1304,2
10269,1306,14
10270,1307,4
10271,1308,4
10272,1309,4
10273,1310,11
10274,1311,2
10275,1313,10
10276,1314,12
10277,1315,10
10278,1316,13
10279,1317,9
10280,1318,5
10281,1319,2
10282,1320,10
10283,1321,9
10284,1322,4
10285,1323,8
10286,1324,5
10287,1325,12
10288,1326,5
10289,1327,10
10290,1328,14
10291,1329,13
10292,1330,2
10293,1331,5
10294,1332,2
10295,1333,14
10296,1334,2
10297,1335,14
10298,1336,8
10299,1337,2
10300,1338,2
10301,1339,6
10302,1340,6
10303,1341,2
10304,1342,5
10305,1343,14
10306,1344,7
10307,1345,11
10308,1346,8
10309,1347,14
10310,1348,8
10311,1350,4
10312,1351,14
10313,1352,2
10314,1353,10
10315,1354,6
10316,1355,12
10317,1356,6
10318,1358,11
10319,1359,14
10320,1360,14
10321,1361,14
10322,1362,2
10323,1363,6
10324,1364,10
10325,1365,13
10326,1366,9
10327,1367,5
10328,1368,12
10329,1369,4
10330,1370,5
10331,1371,5
10332,1372,11
10333,1373,2
10334,1374,4
10335,1375,2
10336,1376,9
10337,1377,9
10338,1378,4
10339,1379,4
10340,1380,6
10341,1381,5
10342,1382,2
10343,1383,14
10344,1384,9
10345,1385,5
10346,1386,6
10347,1387,6
10348,1388,12
10349,1389,5
10350,1390,14
10351,1392,9
10352,1393,9
10353,1394,13
10354,1395,12
10355,1396,6
10356,1397,12
10357,1398,5
10358,1399,5
10359,1400,10
10360,1401,2
10361,1402,6
10362,1403,4
10363,1404,12
10364,1405,8
10365,1406,12
10366,1408,10
10367,1409,4
10368,1410,13
10369,1411,14
10370,1412,11
10371,1413,14
10372,1414,5
10373,1415,6
10374,1416,9
10375,1417,11
10376,1418,7
10377,1419,10
10378,1421,2
10379,1422,7
10380,1423,12
10381,1424,14
10382,1425,4
10383,1427,14
10384,1428,5
10385,1429,4
10386,1430,13
10387,1431,14
10388,1432,4
10389,1433,2
10390,1434,2
10391,1435,14
10392,1436,10
10393,1437,7
10394,1438,1
10395,1439,14
10396,1440,13
10397,1441,7
10398,1443,2
10399,1444,4
10400,1445,10
10401,1446,5
10402,1447,6
10403,1448,4
10404,1449,2
10405,1450,5
10406,1451,12
10407,1452,2
10408,1454,11
10409,1455,10
10410,1456,1
10411,1457,10
10412,1458,11
10413,1459,9
10414,1460,13
10415,1461,5
10416,1462,5
10417,1463,14
10418,1464,4
10419,1465,14
10420,1466,14
10421,1467,1
10422,1468,6
10423,1469,7
10424,1470,10
10425,1471,11
10426,1472,14
10427,1473,6
10428,1474,14
10429,1475,6
10430,1476,4
10431,1477,9
10432,1478,2
10433,1480,14
10434,1482,8
10435,1483,5
10436,1484,4
10437,1485,8
10438,1486,12
10439,1487,5
10440,1488,5
10441,1490,14
10442,1491,4
10443,1492,9
10444,1493,13
10445,1495,11
10446,1496,2
10447,1497,6
10448,1498,6
10449,1499,5
10450,1500,13
10451,1501,14
10452,1502,12
10453,1503,10
10454,1505,13
10455,1506,9
10456,1507,8
10457,1508,2
10458,1509,13
10459,1510,1
10460,1511,7
10461,1512,5
10462,1514,5
10463,1515,10
10464,1517,14
10465,1518,13
10466,1519,4
10467,1520,13
10468,1521,7
10469,1522,11
10470,1523,14
10471,1524,2
10472,1525,14
10473,1526,2
10474,1527,6
10475,1528,2
10476,1529,5
10477,1530,10
10478,1531,2
10479,1532,4
10480,1533,6
10481,1534,2
10482,1535,9
10483,1537,8
10484,1538,13
10485,1539,9
10486,1540,6
10487,1541,6
10488,1542,5
10489,1543,2
10490,1544,13
10491,1545,6
10492,1546,10
10493,1547,11
10494,1548,2
10495,1549,8
10496,1550,6
10497,1551,4
10498,1552,10
10499,1553,4
10500,1554,4
10501,1555,2
10502,1556,4
10503,1557,14
10504,1558,9
10505,1559,14
10506,1560,13
10507,1561,6
10508,1562,14
10509,1563,6
10510,1564,11
10511,1565,9
10512,1566,14
10513,1567,5
10514,1569,9
10515,1570,6
10516,1571,13
10517,1572,6
10518,1573,2
10519,1574,5
10520,1576,1
10521,1577,9
10522,1579,4
10523,1580,6
10524,1581,4
10525,1582,6
10526,1583,2
10527,1584,14
10528,1585,13
10529,1586,6
10530,1587,8
10531,1588,9
10532,1589,4
10533,1591,14
10534,1592,14
10535,1593,7
10536,1594,8
10537,1595,10
10538,1596,5
10539,1597,4
10540,1598,7
10541,1599,10
10542,1600,4
10543,1601,14
10544,1602,1
10545,1603,4
10546,1604,6
10547,1605,12
10548,1606,13
10549,1607,6
10550,1608,7
10551,1609,14
10552,1610,5
10553,1611,8
10554,1612,11
10555,1613,8
10556,1614,13
10557,1615,4
10558,1616,9
10559,1617,6
10560,1618,6
10561,1619,10
10562,1620,9
10563,1621,2
10564,1622,8
10565,1623,14
10566,1624,6
10567,1626,14
10568,1627,10
10569,1628,9
10570,1629,2
10571,1630,14
10572,1631,9
10573,1632,9
10574,1633,8
10575,1634,2
10576,1635,14
10577,1636,9
10578,1637,7
10579,1638,6
10580,1639,4
10581,1640,1
10582,1641,7
10583,1642,11
10584,1643,2
10585,1644,12
10586,1645,9
10587,1646,14
10588,1647,13
10589,1648,14
10590,1649,7
10591,1650,5
10592,1651,12
10593,1655,2
10594,1656,12
10595,1657,11
10596,1658,14
10597,1659,9
10598,1660,5
10599,1661,10
10600,1662,14
10601,1663,11
10602,1664,5
10603,1665,6
10604,1667,10
10605,1669,11
10606,1670,8
10607,1671,2
10608,1672,11
10609,1673,11
10610,1674,14
10611,1675,2
10612,1676,9
10613,1677,5
10614,1678,11
10615,1679,1
10616,1681,4
10617,1682,7
10618,1683,6
10619,1684,14
10620,1685,8
10621,1686,14
10622,1687,5
10623,1689,4
10624,1690,14
10625,1691,14
10626,1692,8
10627,1693,4
10628,1694,6
10629,1695,14
10630,1696,2
10631,1697,2
10632,1698,14
10633,1699,9
10634,1701,14
10635,1702,6
10636,1703,7
10637,1704,14
10638,1705,11
10639,1706,9
10640,1708,7
10641,1709,9
10642,1710,5
10643,1711,10
10644,1712,11
10645,1713,2
10646,1714,8
10647,1715,14
10648,1716,5
10649,1717,13
10650,1718,1
10651,1719,7
10652,1720,10
10653,1721,5
10654,1722,9
10655,1723,2
10656,1724,10
10657,1725,2
10658,1727,11
10659,1728,7
10660,1729,14
10661,1730,8
10662,1731,2
10663,1732,2
10664,1733,4
10665,1734,2
10666,1735,9
10667,1736,14
10668,1737,9
10669,1738,14
10670,1739,14
10671,1740,5
10672,1741,11
10673,1742,5
10674,1743,6
10675,1744,13
10676,1746,14
10677,1747,1
10678,1749,5
10679,1751,7
10680,1752,12
10681,1753,2
10682,1754,8
10683,1755,13
10684,1756,2
10685,1757,8
10686,1759,7
10687,1760,12
10688,1761,6
10689,1762,5
10690,1763,10
10691,1764,10
10692,1765,9
10693,1766,9
10694,1767,2
10695,1768,10
10696,1769,12
10697,1771,7
10698,1773,9
10699,1774,5
10700,1775,5
10701,1776,7
10702,1777,2
10703,1778,1
10704,1779,2
10705,1780,2
10706,1783,4
10707,1784,9
10708,1785,8
10709,1786,13
10710,1787,12
10711,1788,14
10712,1789,4
10713,1790,12
10714,1791,5
10715,1792,11
10716,1793,11
10717,1794,12
10718,1795,10
10719,1796,2
10720,1797,5
10721,1798,5
10722,1799,5
10723,1800,13
10724,1801,8
10725,1802,2
10726,1803,4
10727,1804,14
10728,1805,1
10729,1806,4
10730,1807,6
10731,1808,9
10732,1810,9
10733,1811,8
10734,1812,11
10735,1813,13
10736,1814,14
10737,1815,4
10738,1816,6
10739,1817,6
10740,1818,11
10741,1819,10
10742,1820,11
10743,1821,11
10744,1822,1
10745,1823,14
10746,1824,10
10747,1825,6
10748,1826,9
10749,1827,4
10750,1828,11
10751,1829,14
10752,1830,6
10753,1831,1
10754,1832,11
10755,1833,13
10756,1834,14
10757,1836,9
10758,1837,2
10759,1839,4
10760,1840,5
10761,1841,5
10762,1842,14
10763,1843,6
10764,1844,14
10765,1845,12
10766,1846,2
10767,1847,5
10768,1848,4
10769,1849,9
10770,1850,1
10771,1851,13
10772,1852,14
10773,1853,13
10774,1854,9
10775,1855,4
10776,1856,12
10777,1857,5
10778,1858,13
10779,1859,9
10780,1861,7
10781,1862,8
10782,1863,2
10783,1864,10
10784,1865,8
10785,1866,14
10786,1867,6
10787,1868,1
10788,1869,5
10789,1870,7
10790,1871,1
10791,1872,13
10792,1873,9
10793,1874,8
10794,1875,8
10795,1876,8
10796,1877,14
10797,1878,8
10798,1879,14
10799,1880,6
10800,1881,14
10801,1882,9
10802,1883,2
10803,1884,5
10804,1885,9
10805,1886,2
10806,1887,11
10807,1889,5
10808,1890,14
10809,1891,9
10810,1892,11
10811,1893,2
10812,1894,4
10813,1895,2
10814,1896,5
10815,1897,6
10816,1899,9
10817,1900,7
10818,1901,11
10819,1902,8
10820,1903,14
10821,1904,7
10822,1905,11
10823,1908,12
10824,1909,6
10825,1910,2
10826,1911,9
10827,1912,5
10828,1913,4
10829,1914,12
10830,1915,4
10831,1916,11
10832,1917,14
10833,1918,8
10834,1919,14
10835,1920,4
10836,1921,8
10837,1922,11
10838,1923,6
10839,1924,14
10840,1925,11
10841,1926,7
10842,1927,4
10843,1928,2
10844,1930,12
10845,1931,9
10846,1932,14
10847,1933,14
10848,1934,10
10849,1935,14
10850,1936,14
10851,1937,6
10852,1938,4
10853,1939,10
10854,1940,4
10855,1941,5
10856,1942,12
10857,1943,6
10858,1944,6
10859,1945,5
10860,1946,6
10861,1947,2
10862,1948,2
10863,1949,12
10864,1950,5
10865,1951,10
10866,1952,9
10867,1953,8
10868,1954,5
10869,1955,14
10870,1956,2
10871,1957,6
10872,1958,8
10873,1959,9
10874,1960,9
10875,1961,2
10876,1962,4
10877,1963,7
10878,1965,10
10879,1967,8
10880,1968,8
10881,1969,2
10882,1970,5
10883,1971,4
10884,1972,7
10885,1973,5
10886,1974,2
10887,1975,10
10888,1976,6
10889,1977,2
10890,1978,14
10891,1979,5
10892,1980,6
10893,1981,5
10894,1982,5
10895,1983,10
10896,1984,10
10897,1985,4
10898,1986,14
10899,1987,11
10900,1988,5
10901,1989,14
10902,1990,12
10903,1992,2
10904,1993,2
10905,1994,4
10906,1995,12
10907,1996,13
10908,1997,13
10909,1998,7
10910,1999,12
10911,2001,4
10912,2002,2
10913,2003,2
10914,2004,5
10915,2005,7
10916,2006,10
10917,2007,2
10918,2008,2
10919,2009,1
10920,2010,5
10921,2011,9
10922,2012,2
10923,2013,5
10924,2014,4
10925,2015,4
10926,2016,5
10927,2017,2
10928,2018,4
10929,2019,12
10930,2020,14
10931,2022,7
10932,2023,5
10933,2024,14
10934,2026,2
10935,2027,14
10936,2028,12
10937,2029,13
10938,2030,1
10939,2031,14
10940,2032,6
10941,2033,13
10942,2034,4
10943,2036,14
10944,2037,2
10945,2038,6
10946,2039,12
10947,2040,13
10948,2041,8
10949,2042,6
10950,2043,4
10951,2044,2
10952,2045,2
10953,2046,11
10954,2047,8
10955,2048,5
10956,2049,6
10957,2050,1
10958,2051,6
10959,2052,2
10960,2053,10
10961,2054,7
10962,2055,9
10963,2056,6
10964,2057,4
10965,2058,7
10966,2059,14
10967,2060,10
10968,2061,7
10969,2062,7
10970,2063,7
10971,2064,9
10972,2065,14
10973,2066,4
10974,2067,2
10975,2068,8
10976,2069,8
10977,2070,7
10978,2071,9
10979,2072,5
10980,2073,13
10981,2074,6
10982,2075,8
10983,2076,4
10984,2077,10
10985,2078,8
10986,2079,5
10987,2081,13
10988,2082,11
10989,2083,1
10990,2084,14
10991,2085,10
10992,2086,1
10993,2087,11
10994,2088,11
10995,2089,7
10996,2090,9
10997,2091,14
10998,2093,11
10999,2094,9
11000,2095,4
11001,2096,5
11002,2097,10
11003,2098,14
11004,2099,11
11005,2100,9
11006,2102,8
11007,2103,6
11008,2104,14
11009,2106,2
11010,2107,4
11011,2108,8
11012,2109,9
11013,2110,8
11014,2111,14
11015,2112,2
11016,2113,4
11017,2114,10
11018,2115,8
11019,2116,6
11020,2117,10
11021,2118,7
11022,2119,2
11023,2120,8
11024,2121,1
11025,2122,6
11026,2123,5
11027,2124,7
11028,2125,4
11029,2126,4
11030,2127,13
11031,2128,5
11032,2129,4
11033,2130,5
11034,2131,6
11035,2133,5
11036,2134,8
11037,2135,5
11038,2136,9
11039,2137,7
11040,2138,4
11041,2139,4
11042,2142,13
11043,2143,8
11044,2144,11
11045,2145,14
11046,2146,13
11047,2147,6
11048,2148,2
11049,2150,6
11050,2151,2
11051,2152,11
11052,2153,11
11053,2154,14
11054,2156,5
11055,2157,5
11056,2158,4
11057,2159,9
11058,2160,14
11059,2161,1
11060,2163,8
11061,2164,12
11062,2165,11
11063,2166,4
11064,2167,14
11065,2169,4
11066,2170,7
11067,2171,2
11068,2172,12
11069,2173,11
11070,2174,6
11071,2176,2
11072,2177,4
11073,2178,14
11074,2179,11
11075,2180,2
11076,2181,9
11077,2182,4
11078,2183,6
11079,2184,4
11080,2185,8
11081,2186,5
11082,2187,4
11083,2188,2
11084,2189,13
11085,2190,14
11086,2191,1
11087,2192,13
11088,2193,8
11089,2194,13
11090,2195,10
11091,2196,2
11092,2197,8
11093,2198,2
11094,2199,13
11095,2200,8
11096,2201,14
11097,2202,14
11098,2204,6
11099,2205,5
11100,2206,10
11101,2207,6
11102,2208,8
11103,2209,8
11104,2210,7
11105,2211,4
11106,2212,14
11107,2213,8
11108,2214,10
11109,2215,13
11110,2216,6
11111,2217,11
11112,2218,10
11113,2219,14
11114,2220,10
11115,2221,9
11116,2222,6
11117,2223,8
11118,2224,14
11119,2225,9
11120,2227,1
11121,2228,13
11122,2229,6
11123,2230,14
11124,2231,2
11125,2232,9
11126,2233,4
11127,2234,10
11128,2235,8
11129,2236,14
11130,2237,11
11131,2239,14
11132,2240,13
11133,2241,4
11134,2242,9
11135,2243,12
11136,2244,2
11137,2245,10
11138,2246,14
11139,2247,5
11140,2248,6
11141,2249,9
11142,2250,5
11143,2251,14
11144,2252,14
11145,2253,13
11146,2254,5
11147,2255,12
11148,2256,6
11149,2257,2
11150,2259,2
11151,2260,11
11152,2261,2
11153,2262,5
11154,2263,10
11155,2264,8
11156,2265,5
11157,2266,13
11158,2267,10
11159,2268,12
11160,2269,5
11161,2271,14
11162,2272,9
11163,2273,8
11164,2274,14
11165,2275,5
11166,2276,12
11167,2277,11
11168,2278,11
11169,2279,9
11170,2280,5
11171,2281,5
11172,2282,5
11173,2283,14
11174,2284,9
11175,2285,5
11176,2286,4
11177,2287,7
11178,2288,8
11179,2289,5
11180,2290,14
11181,2291,10
11182,2292,11
11183,2293,11
11184,2294,8
11185,2295,4
11186,2296,11
11187,2297,2
11188,2298,6
11189,2300,9
11190,2301,8
11191,2302,14
11192,2303,2
11193,2304,8
11194,2306,5
11195,2307,14
11196,2308,14
11197,2309,2
11198,2310,5
11199,2311,4
11200,2312,14
11201,2313,2
11202,2314,14
11203,2315,4
11204,2316,4
11205,2317,12
11206,2318,13
11207,2319,6
